Hiragana,Romaji,Kanji,English_Meaning,Example
みかく,mikaku,味覚,taste;palate;sense of taste,味覚…みかく
みかけ,mikake,見掛け,outward appearance,見掛け…みかけ
みかける,mikakeru,見掛ける,to (happen to) see;to notice;to catch sight of,見掛ける…みかける
みかずき,mikazuki,三日月,new moon;crescent moon,三日月…みかずき
みかた,mikata,見方,viewpoint,見方…みかた
みかた,mikata,味方,friend;ally;supporter,味方…みかた
みがく,migaku,磨く,to polish;to shine;to brush;to refine;to improve,磨く…みがく
みぎ,migi,右,right hand side,右…みぎ
みぐるしい,migurushii,見苦しい,unsightly;ugly,見苦しい…みぐるしい
みこみ,mikomi,見込み,hope;prospects;expectation,見込み…みこみ
みこん,mikon,未婚,unmarried,未婚…みこん
みごと,migoto,見事,splendid;magnificent;beautiful;admirable,見事…みごと
みさき,misaki,岬,cape (on coast),岬…みさき
みじかい,mijikai,短い,short,短い…みじかい
みじめ,mijime,惨め,miserable,惨め…みじめ
みじゅく,mijyuku,未熟,inexperience;unripeness;raw;unskilled;immature;inexperienced,未熟…みじゅく
みじん,mijin,微塵,particle;atom,微塵…みじん
みすぼらしい,misuborashii,見すぼらしい,shabby;seedy,見すぼらしい…みすぼらしい
みず,mizu,水,water,水…みず
みずうみ,mizuumi,湖,lake,湖…みずうみ
みずうみ,mizuumi,湖,lake,湖…みずうみ
みずから,mizukara,自ら,for one's self;personally,自ら…みずから
みずぎ,mizugi,水着,bathing suit (woman's),水着…みずぎ
みせびらかす,misebirakasu,見せびらかす,to show off;to flaunt,見せびらかす…みせびらかす
みせもの,misemono,見せ物,show;exhibition,見せ物…みせもの
みせや,miseya,店屋,store;shop,店屋…みせや
みせる,miseru,見せる,to show;to display,見せる…みせる
みそ,miso,味噌,miso;bean paste;key (main) point,味噌…みそ
みたす,mitasu,満たす,to satisfy;to ingratiate;to fill;to fulfill,満たす…みたす
みだし,midashi,見出し,heading;caption;subtitle;index,見出し…みだし
みだす,midasu,乱す,to throw out of order;to disarrange;to disturb,乱す…みだす
みだれる,midareru,乱れる,to get confused;to be disordered;to be disturbed,乱れる…みだれる
みち,michi,未知,not yet known,未知…みち
みち,michi,道,road;street;way;method,道…みち
みち,michi,道,road;street;way;method,道…みち
みちじゅん,michijyun,道順,itinerary;route,道順…みちじゅん
みちびく,michibiku,導く,to be guided;to be shown,導く…みちびく
みちる,michiru,満ちる,to be full;to rise (tide);to mature;to expire,満ちる…みちる
みぢか,midika,身近,near oneself;close to one;familiar,身近…みぢか
みっか,mika,三日,three days;the third day (of the month),三日…みっか
みっしゅう,mishuu,密集,crowd;close formation;dense,密集…みっしゅう
みっせつ,missetsu,密接,related;connected;close;intimate,密接…みっせつ
みっつ,mitsu,三つ,three,三つ…みっつ
みっともない,mittomonai,見っともない,shameful;indecent,見っともない…みっともない
みつ,mitsu,蜜,nectar;honey,蜜…みつ
みつかる,mitsukaru,見付かる,to be found;to be discovered,見付かる…みつかる
みつける,mitsukeru,見付ける,to be familiar;to discover;to find fault;to detect;to find out;to locate,見付ける…みつける
みつど,mitsudo,密度,density,密度…みつど
みつめる,mitsumeru,見詰める,to stare at;to gaze at;to look hard at;to watch intently;to fix one's eyes on,見詰める…みつめる
みつもり,mitsumori,見積り,estimation;quotation,見積り…みつもり
みてい,mitei,未定,not yet fixed;undecided;pending,未定…みてい
みとおし,mitooshi,見通し,perspective;unobstructed view;outlook;forecast;prospect;insight,見通し…みとおし
みどり,midori,緑,greenery,緑…みどり
みな,mina,皆,all;everyone;everybody,皆…みな
みなおす,minaosu,見直す,to look again;to get a better opinion of,見直す…みなおす
みなと,minato,港,harbour;port,港…みなと
みなと,minato,港,harbour;port,港…みなと
みなもと,minamoto,源,source;origin,源…みなもと
みならう,minarau,見習う,to follow another's example,見習う…みならう
みなり,minari,身なり,personal appearance,身なり…みなり
みなれる,minareru,見慣れる,to become used to seeing;to be familiar with,見慣れる…みなれる
みにくい,minikui,醜い,ugly,醜い…みにくい
みね,mine,峰,peak;ridge,峰…みね
みのうえ,minoue,身の上,one's future;one's welfare;one's personal history,身の上…みのうえ
みのがす,minogasu,見逃す,to miss;to overlook;to leave at large,見逃す…みのがす
みのまわり,minomawari,身の回り,one's personal appearance;personal belongings,身の回り…みのまわり
みのる,minoru,実る,to bear fruit;to ripen,実る…みのる
みはからう,mihakarau,見計らう,to choose at one's own discretion,見計らう…みはからう
みはらし,miharashi,見晴らし,view,見晴らし…みはらし
みぶり,miburi,身振り,gesture,身振り…みぶり
みぶん,mibun,身分,social position;social status,身分…みぶん
みほん,mihon,見本,sample,見本…みほん
みまい,mimai,見舞,enquiry;expression of sympathy;expression of concern,見舞…みまい
みまう,mimau,見舞う,to ask after (health);to visit,見舞う…みまう
みまん,miman,未満,less than;insufficient,未満…みまん
みみ,mimi,耳,ear,耳…みみ
みゃく,myaku,脈,pulse,脈…みゃく
みょう,myou,妙,strange;unusual,妙…みょう
みょう,myou,妙,strange;unusual,妙…みょう
みょうじ,myouji,名字,surname;family name,名字…みょうじ
みらい,mirai,未来,future (life  tense),未来…みらい
みりょく,miryoku,魅力,charm;fascination;glamour,魅力…みりょく
みる,miru,見る,to see;to watch,見る…みる
みる,miru,診る,to examine,診る…みる
みれん,miren,未練,lingering affection;attachment;regret(s);reluctance,未練…みれん
みわたす,miwatasu,見渡す,to look out over;to survey (scene);to take an extensive view of,見渡す…みわたす
みんかん,minkan,民間,private;civilian;civil;popular;folk;unofficial,民間…みんかん
みんしゅ,minshu,民主,democratic;the head of the nation,民主…みんしゅ
みんしゅく,minshuku,民宿,private home providing lodging for travelers,民宿…みんしゅく
みんぞく,minzoku,民族,people;race;nation;racial customs;folk customs,民族…みんぞく
みんぞく,minzoku,民俗,people;race;nation;racial customs;folk customs,民俗…みんぞく
みんよう,minyou,民謡,folk song;popular song,民謡…みんよう
む,mu,六,(num) six,六…む
む,mu,六,(num) six,六…む
むいか,muika,六日,six days;sixth (day of month),六日…むいか
むいみ,muimi,無意味,nonsense;no meaning,無意味…むいみ
むかい,mukai,向かい,facing;opposite;across the street;other side,向かい…むかい
むかう,mukau,向かう,to face;to go towards,向かう…むかう
むかえ,mukae,迎え,meeting;person sent to pick up an arrival,迎え…むかえ
むかえる,mukaeru,迎える,to go out to meet;to accept as a member of a group or family,迎える…むかえる
むかし,mukashi,昔,olden days;former,昔…むかし
むき,muki,向き,direction;situation;exposure;aspect;suitability,向き…むき
むく,muku,向く,to face,向く…むく
むく,muku,剥く,to peel;to skin;to pare;to hull,剥く…むく
むくち,mukuchi,無口,reticence,無口…むくち
むけ,muke,向け,for ~;oriented towards ~,向け…むけ
むける,mukeru,向ける,to turn towards;to point,向ける…むける
むげん,mugen,無限,infinite,無限…むげん
むこ,muko,婿,son-in-law,婿…むこ
むこう,mukou,向こう,beyond;over there;opposite direction;the other party,向こう…むこう
むこう,mukou,無効,invalid;no effect;unavailable,無効…むこう
むごん,mugon,無言,silence,無言…むごん
むし,mushi,虫,insect,虫…むし
むし,mushi,無視,disregard;ignore,無視…むし
むしあつい,mushiatsui,蒸し暑い,humid;sultry,蒸し暑い…むしあつい
むしば,mushiba,虫歯,cavity;tooth decay;decayed tooth;caries,虫歯…むしば
むしる,mushiru,毟る,to pluck;to pick;to tear,毟る…むしる
むしろ,mushiro,寧ろ,rather;better;instead,寧ろ…むしろ
むじ,muji,無地,plain;unfigured,無地…むじ
むじゃき,mujyaki,無邪気,innocence;simple-mindedness,無邪気…むじゃき
むじゅん,mujyun,矛盾,contradiction;inconsistency,矛盾…むじゅん
むす,musu,蒸す,to steam;to poultice;to be sultry,蒸す…むす
むすう,musuu,無数,countless number;infinite number,無数…むすう
むすこ,musuko,息子,son,息子…むすこ
むすび,musubi,結び,ending;conclusion;union,結び…むすび
むすびつき,musubitsuki,結び付き,connection;relation,結び付き…むすびつき
むすびつく,musubitsuku,結び付く,to be connected or related;to join together,結び付く…むすびつく
むすびつける,musubitsukeru,結び付ける,to combine;to join;to tie on;to attach with a knot,結び付ける…むすびつける
むすぶ,musubu,結ぶ,to tie;to bind;to link,結ぶ…むすぶ
むすめ,musume,娘,daughter,娘…むすめ
むずかしい,muzukashii,難しい,difficult,難しい…むずかしい
むせん,musen,無線,wireless;radio,無線…むせん
むだ,muda,無駄,futility;uselessness,無駄…むだ
むだづかい,mudadukai,無駄遣い,waste money on;squander money on;flog a dead horse,無駄遣い…むだづかい
むだん,mudan,無断,without permission;without notice,無断…むだん
むち,muchi,無知,ignorance,無知…むち
むちゃ,mucha,無茶,absurd;unreasonable;excessive;rash;absurdity;nonsense,無茶…むちゃ
むちゃくちゃ,muchakucha,無茶苦茶,confused;jumbled;mixed up;unreasonable,無茶苦茶…むちゃくちゃ
むちゅう,muchuu,夢中,daze;(in a) trance;ecstasy;delirium;engrossment,夢中…むちゅう
むっつ,mutsu,六つ,(num) six,六つ…むっつ
むなしい,munashii,空しい,vacant;futile;vain;void;empty;ineffective;lifeless,空しい…むなしい
むね,mune,胸,breast;chest,胸…むね
むねん,munen,無念,chagrin;regret,無念…むねん
むのう,munou,無能,inefficiency;incompetence,無能…むのう
むやみに,muyamini,無闇に,unreasonably;absurdly;recklessly;indiscreetly;at random,無闇に…むやみに
むよう,muyou,無用,useless;futility;needlessness;unnecessariness,無用…むよう
むら,mura,村,village,村…むら
むらがる,muragaru,群がる,to swarm;to gather,群がる…むらがる
むらさき,murasaki,紫,purple colour;violet,紫…むらさき
むり,muri,無理,unreasonable;impossible;overdoing,無理…むり
むりょう,muryou,無料,free;no charge,無料…むりょう
むろん,muron,無論,of course;naturally,無論…むろん
め,me,目,eye;eyeball,目…め
め,me,芽,sprout,芽…め
め,me,目,eye;eyeball,目…め
めい,mei,姪,niece,姪…めい
めいかく,meikaku,明確,clear up;clarify;define,明確…めいかく
めいさく,meisaku,名作,masterpiece,名作…めいさく
めいさん,meisan,名産,noted product,名産…めいさん
めいし,meishi,名刺,business card,名刺…めいし
めいし,meishi,名詞,noun,名詞…めいし
めいしょ,meisho,名所,famous place,名所…めいしょ
めいしょう,meishou,名称,name,名称…めいしょう
めいしん,meishin,迷信,superstition,迷信…めいしん
めいじる,meijiru,命じる,to order;to command;to appoint,命じる…めいじる
めいじん,meijin,名人,master;expert,名人…めいじん
めいずる,meizuru,命ずる,to command;to appoint,命ずる…めいずる
めいちゅう,meichuu,命中,a hit,命中…めいちゅう
めいぶつ,meibutsu,名物,famous product;special product;speciality,名物…めいぶつ
めいぼ,meibo,名簿,register of names,名簿…めいぼ
めいめい,meimei,銘々,each;individual,銘々…めいめい
めいよ,meiyo,名誉,honor;credit;prestige,名誉…めいよ
めいりょう,meiryou,明瞭,clarity,明瞭…めいりょう
めいれい,meirei,命令,order;command;decree;directive;(software) instruction,命令…めいれい
めいろう,meirou,明朗,bright;clear;cheerful,明朗…めいろう
めいわく,meiwaku,迷惑,trouble;annoyance,迷惑…めいわく
めうえ,meue,目上,superior(s);senior,目上…めうえ
めかた,mekata,目方,weight,目方…めかた
めぐまれる,megumareru,恵まれる,to be blessed with;to be rich in,恵まれる…めぐまれる
めぐみ,megumi,恵み,blessing,恵み…めぐみ
めぐむ,megumu,恵む,to bless;to show mercy to,恵む…めぐむ
めぐる,meguru,巡る,to go around,巡る…めぐる
めざす,mezasu,目指す,to aim at;to have an eye on,目指す…めざす
めざまし,mezamashi,目覚し,alarm-clock,目覚し…めざまし
めざましい,mezamashii,目覚しい,brilliant;splendid;striking;remarkable,目覚しい…めざましい
